Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15010.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15013.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15011.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15014.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15012.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15015.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_1_15017.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_2_15018.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_3_15019.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_1_15021.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_2_15022.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_3_15023.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_1_15025.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_2_15026.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_3_15027.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_1_15029.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_2_15030.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_3_15031.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_1_15033.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_2_15034.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_3_15035.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_1_15037.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_2_15038.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_3_15039.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_1_15041.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_2_15042.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_3_15043.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_1_15371.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_2_15372.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_3_15373.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15375.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15443.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15376.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15444.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15377.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15445.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15379.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15447.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15380.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15448.d
Q7L9L4;Q9H8S9	Q7L9L4;Q9H8S9	MOB1A_HUMAN;MOB1B_HUMAN	MOB1A;MOB1B	MOB kinase activator 1B	16299.4	16566.1	15821.7	15737.8	15140	17541	18069.4	17880	19161.2	20083.3	22324.1	18623.4	15607.7	15486.5	16009.3	11824.4	13064.3	14584.4				26846.7	30229.2	26532.3	30544.6	31285.6	28436.3	13984.8	16647	16348.2	12434.3	11834.4	25801.7	14553.8	20682	18803.7	21633.2	21077	28093	23240.5
Q7LBC6	Q7LBC6	KDM3B_HUMAN	KDM3B	Lysine-specific demethylase 3B	2073.76	3258.51	2315.2	2524.63	2782.15	3266.75	2430.59	2569.36	2777.78	2614.32	2255.49	2861.53	2292.76	1922.54	2310.06	2022.34	2374.49	2511.14				3576.92		7897.24	6011.78	2664.12	3954.75	2736.21	2239.05	3170.03		7183.01	3566.64			5741.07	2796.12	2386.6	2842.69	4734.76
Q7LG56	Q7LG56	RIR2B_HUMAN	RRM2B	Ribonucleoside-diphosphate reductase subunit M2 B	3597.58	2726.1	3471.89	3202.44	3051.99	3587.33	2932.88	3362.11	2432.45	2086.55	2509.33	2014.14	3015	3148.89	2817.71	4980.71	3258.42	4023.39				579.353		2295.86	2894.68	1608.39		3307.96	3216.3	2822.96		3446.53	7954.97			11414.7	1999.97	2090.9		1810.86
Q7RTP6	Q7RTP6	MICA3_HUMAN	MICAL3	[F-actin]-monooxygenase MICAL3	1728.22	1642.99	1206.34	1850.3	2136.83	2282.23	2036	1740.81	1717.97	1098.51	1055.48	841.473	1029.34	1064.94	1016.19	1261.49	1345.31	860.568										589.737		899.805										
Q7RTP6;Q8TDZ2	Q7RTP6;Q8TDZ2	MICA1_HUMAN;MICA3_HUMAN	MICAL1;MICAL3	[F-actin]-monooxygenase MICAL3	893.068	821.912	937.406	656.01	897.481	986.065	904.201	967.899	759.998			412.447	375.007	651.522	558.798	561.413	760.427	774.033										1979.74	1279.13	1519.74										
Q7Z2T5	Q7Z2T5	TRM1L_HUMAN	TRMT1L	TRMT1-like protein	5434.26	5608.03	6044.29	5538.46	5933.85	6212.94	5159.3	6124.37	5964.26	3560.76	3347.31	4406.99	5783.44	6311.12	6103.43	5146.28	5571.22	6057.17				10371.3	7885.66	2962.46	2676.59	2479.97	6616.22	6226.25	6041.81	6273.81							4328.83	3536.34	4826.81	5072.81
Q7Z2W4	Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	Zinc finger CCCH-type antiviral protein 1	6489.75	6062.39	6102.99	7371.65	7110.03	7819.15	6707.49	6592.27	6827.14	7394.47	6490.41	7195.18	5786.81	5907.96	5692.03	5596.68	5391.42	5287.47				10271.9	2646.91	8436.58	9293.16	9049.16	8174.6	6359.02	7027.82	6135.21	7652.4	7492.75			8961.16	6409.64	6761.12	6761.39	9565.83	9100.58
Q7Z2Z2	Q7Z2Z2	EFL1_HUMAN	EFL1	Elongation factor-like GTPase 1	7098.74	5853.87	6804.02	6131.53	6208.76	6874.06	6008.47	6197.71	6355.5	6029.91	4879.15	5337.77	6162.11	6672.41	6712.73	4396.16	4397.72	4530.13				7060.48	6599.66	10468.6	7968.08	8652.04	6874.62	6227.55	5962.7	5955.73	7527.62	15399.9	18008.4	26509.4	13988.3	9339.7	8979.33	7645	8165.24	7969.45
Q7Z392	Q7Z392	TPC11_HUMAN	TRAPPC11	Trafficking protein particle complex subunit 11	2818.66	2068.61	2303.39	2539.1	2858.02	2669.47	2698.77	2314.45	2999.28	3399.89	2711.78	2519	2552.02	3071.35	2916.7	3352.42	2018.14	2663.76				5008.45		6706.06	3390.72	2655.45	3250.12	3052.45	2635.21	3011.98							1524.73	2533	4407.58	4320.72
Q7Z3B4	Q7Z3B4	NUP54_HUMAN	NUP54	Nucleoporin p54	2503.89	2281.62	2770.07	2502.07	2280.08	3115.5	2679.2	2274.05	2432.81	3018.88	2554.48	2410.69	2616.8	2944.51	2703.99	1854.3	1784.47	2016.7			53502.9	6238.07	9478.8		4670.24		6879.25	2285.97	2040.01	2611.65	57104.9			8026.45		6733.09		4256.11		4918.52
Q7Z3E5	Q7Z3E5	ARMC9_HUMAN	ARMC9	LisH domain-containing protein ARMC9	1777.64	2126.59	1868.17	1698.3	1805.66	1744.16	1556.04	1428.78	1552.29	2047.58	1497.98	1565.45	1433.33	1841.59	1968.1	1254.01		1395							1870.13			1786.34	1595.95	1668.24										
Q7Z3J2	Q7Z3J2	VP35L_HUMAN	VPS35L	VPS35 endosomal protein-sorting factor-like	1836.64	1717.64	1533.05	1428.43	1606.7	1415.41	2283.32	1595.75	1355.23	1620	1314.42	1582.89	877.552	1054.94	1357.89	1831.25	858.946										1859.19	1521.96	889.021	1799.01						1563.49				
Q7Z3K6	Q7Z3K6;Q8N344	MIER3_HUMAN	MIER3	Mesoderm induction early response protein 3	3583.87	3860.27	3977.86	2571.14	4018.04	3886.99	4156.61	4185.66	4499.54	5628.3	5256.56	4056.14	3812.29	4128.24	3879.47	4939.43	4737.13	5006.86				8407.74			3361.44	9105.85	6653.65	4539.35	4315.2	5817.34		5060.11							3957.95	4084.16
Q7Z3T8	Q7Z3T8	ZFY16_HUMAN	ZFYVE16	Zinc finger FYVE domain-containing protein 16	2152.63	2212.31	2196.52	1859.29	1967.52	2396.43	2061.68	1676.2	2000.89	1992.87	1724.66	2265.12	2211.13	2327.77	1940.23	1122.48	1408.8	1400.03					6078.63			2163.24	3803.7	2036.61	2183.44	2038.72							1192.36			
Q7Z3U7	Q7Z3U7	MON2_HUMAN	MON2	Protein MON2 homolog	3035.84	3601.08	3285.55	3506.33	3105.64	3639.61	3580.83	3838.64	3842.41	3606.87	3481.34	3049.49	3425.87	3008.32	3295.95	1938.86	2453.03	1974.17				4717.86		5485.35	7425.34	7463.33	9048.56	3120.53	3553.19	3153.31		6377.67					8181.9	5848.26	6636.59	4597.56
Q7Z3Y7	Q7Z3Y7;CON_Q148H6;CON_Q7Z3Y7	K1C28_HUMAN	KRT28	Keratin, type I cytoskeletal 28								1098.39															11242.7	7163.29																
Q7Z3Y7;Q7Z3Y8;Q7Z3Z0	Q7Z3Y7;Q7Z3Y8;Q7Z3Z0;CON_Q7Z3Y8;CON_Q7Z3Z0;CON_Q7Z3Y7	K1C25_HUMAN;K1C27_HUMAN;K1C28_HUMAN	KRT25;KRT27;KRT28	Keratin, type I cytoskeletal 28																								8157.76													3474.61	2682.06	1739.87	2254.23
Q7Z3Y8	Q7Z3Y8;CON_Q7Z3Y8	K1C27_HUMAN	KRT27	Keratin, type I cytoskeletal 27			1212.56								882.764											43601.2	23088.7	30637.8													6442.55	5919.85	9659.72	7430.17
Q7Z401	Q7Z401	MYCPP_HUMAN	DENND4A	C-myc promoter-binding protein	2944.59	2757.83	3090.7	2232.46	2488.38	3911.15	3273	3798.82	3373.77	3274.15	3101.67		2045.86	2550.67	2635.32	3028.32	3214.66	2706.99																						
Q7Z417	Q7Z417	NUFP2_HUMAN	NUFIP2	FMR1-interacting protein NUFIP2	1281.89	1312.2	1292.3	496.072	1053.76	1166.87	723.678	843.863	1032.74	1361.23	1006.88	1009.97	876.451	1417.42	1314.22	787.457									2728.48	2543.76	2092.38	894.774	863.075	947.141			4968.72					1362.06		3725.11
Q7Z422	Q7Z422	SZRD1_HUMAN	SZRD1	SUZ RNA-binding domain-containing	4030.86	2679.93	4935.36	3466.93	4079.35	3734.25	2743.85	3101.2	3012.7	1236.44	1557.22	1077.99	3647.57	3013.9	2589.22	3964.97	3679.06	3347.65						4341.14				5534.21	4063.6	3955.44	10720.8	9478.47			9416.21	10745.5				
Q7Z460	Q7Z460	CLAP1_HUMAN	CLASP1	CLIP-associating protein 1	2680.4	2611.2	2596.23	2119.86	2976.22	2665.7	2276.41	2686.55	2467.93	2780.6	2572.16	2520.73	2164.33	2389.14	2191.21	2340.7	2450.84	2152.08						2945.05	3008.41	2427.15	2480.83	2141.3	2047.76	2322.84								4569.08		9450.67
Q7Z478	Q7Z478	DHX29_HUMAN	DHX29	ATP-dependent RNA helicase DHX29	1571.67	1908.6	1927.08	1863.44	1853.69	2128.01	1163.35	1163.87	1135.38	1384.02	763.027	1473.89	1418.56	1677.33	1627.22	1071.08	1250.16	1547.78				4606.29			2440.76	3540.5	1972.58	1396.93	1751.82	1533.99								1949.2		1148.38
Q7Z4G1	Q7Z4G1	COMD6_HUMAN	COMMD6	COMM domain-containing protein 6	1007.05		840.066	286.585	806.345	483.581	741.235	846.197	789.049	996.916	773.059	998.677	1061.31	1007.85	1098.91														849.543											
Q7Z4G4	Q7Z4G4	TRM11_HUMAN	TRMT11	tRNA (guanine(10)-N2)-methyltransferase homolog	647.684	816.909	681.839		801.211	716.642	451.408	756.534		615.418	622.682	712.756	609.813	734.069	999.58	966.334	867.167	1202.05											476.941	521.366										
Q7Z4H3	Q7Z4H3	HDDC2_HUMAN	HDDC2	5'-deoxynucleotidase HDDC2	3854.55	3907.3	3865.48	4717.08	4223.25	4575.01	3259.68	3416.88	2995.42	2161.58	2471.91	1892.52	9297.29	9880.16	8572.72	34770.1	32460.1	32365.4	68943.5	89689.5	80101.4	5698.4	7468.19	5053.3	4410.04	3262.74	5793.3	23705.3	23593.2	25674.4	12417.6	10783.6	9823.63	10817.5	11331	5635.86	5551.27	3972.43	4974.07	2908.34
Q7Z4H7	Q7Z4H7	HAUS6_HUMAN	HAUS6	HAUS augmin-like complex subunit 6	866.018	981.171	1004.85	803.398	811.004	1094.58	809.856	909.633	907.079	560.151	1065.49		861.319	800.849	927.379	805.447	867.688	929.524					2649.55	2313.29	7939.85			1201.59	1278.65	1401.28								1885.28	3896.63	1970.62
Q7Z4Q2	Q7Z4Q2	HEAT3_HUMAN	HEATR3	HEAT repeat-containing protein 3	8728.81	9621.17	9128.19	9679.42	9336.92	10027.5	8610.26	8426.96	8804.52	7864.2	7915.87	7077	8286.17	7861.41	7851.77	8208.82	7789.01	8267.74					11077.2	4853.98	6361.94	7505.1	7501.48	8061.28	8232.95	7792.53				6667.07		3436.39	8160.49	6069.82	6493.1	4868.16
Q7Z4V5	Q7Z4V5	HDGR2_HUMAN	HDGFL2	Hepatoma-derived growth factor-related protein 2	4976.63	6699.7	4134.41	5865.33	5880	5459.91	4528.52	4356.99	4651.71	2160.6	2837.74	1433.92	4912.93	4181.35	5836.6	4042.89	4295.73	5761.83	83799.2	84256.5	88326.4	14861.8	23987.4	23374.4	43538.6	53156.2	27881.1	8477.05	5889.97	6574.13	37110.1	26361.4	36697.9	35047.3	46397.5	28143.7	46628.8	39080	34997.4	38094
Q7Z4W1	Q7Z4W1	DCXR_HUMAN	DCXR	L-xylulose reductase	13701.7	11722.8	12806.9	12637	13375.9	13251.4	8392.61	9280.61	8620.47	5662.74	4976.22	6578.31	8423.58	8697.49	7972.44	4278.69	4495.32	4653.21			7191.03	9146.74	13381.5	9851.51	9575.73	9573.12	12595	8749.77	9613.73	8433.2	14604.7	11988.3	16195.9	17433.3		21773.2	8415.72	10094	11127.7	10489
Q7Z5L9	Q7Z5L9	I2BP2_HUMAN	IRF2BP2	Interferon regulatory factor 2-binding protein 2	443.74	612.503	789.604	756.721	535.833	907.432	421.189	511.14	390.319		816.901	375.274	492.742	494.98	526.585	320.9	832.324	746.546										650.123	443.19	729.401										364.648
Q7Z5R6	Q7Z5R6	AB1IP_HUMAN	APBB1IP	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein	3334.49	3187.92	3313.07	3135.93	3613.32	3140.98	3766.97	4113.85	3975	3973.87	3773.82	3387.38	3133.95	3173.53	3332.47	1655.62	1922.31	2242.77				13307.4	12409.4	11689.1	9541.82	11627.6	10747.7	3346.03	3602.33	4192.63	12032.9	6549.11	15826.9	11098.2	14330.5	9402.71	9542.71	10403.1	8749.37	10477.6
Q7Z5V6	Q7Z5V6	SAXO4_HUMAN	SAXO4	Stabilizer of axonemal microtubules 4	2879.66	1970.74	2382.4	2588.88	2546.36	1861.45	1444.09	2088.35	1761.76	1404.22	2188.6	1777.33	1891.31	2119.26	1939.69	1742.05		2060.93							3430.45		1970.38	2542.44		1931.77		2830.79								2616.51
Q7Z6B0	Q7Z6B0	CCD91_HUMAN	CCDC91	Coiled-coil domain-containing protein 91	3371.91	2702.03	2899.93	2968.58	2977.79	4556.66	2684.44	3321.63	3332.56	2641.57	1494.87	1523.53	2551.96	2633.85	2847.31	3257.52	4001.3	3332.19	14644.6		40405				2139.86			4406.82	3782.37	3889.33										2420.7
Q7Z6E9	Q7Z6E9	RBBP6_HUMAN	RBBP6	E3 ubiquitin-protein ligase RBBP6	540.508	357.613	515.659	536.545	359.54	527.743	368.847	464.135	471.619	429.434	489.57	398.678	470.591	376.134	357.445	645.456		601.353							636.642				469.072	386.034										
Q7Z6I6	Q7Z6I6	RHG30_HUMAN	ARHGAP30	Rho GTPase-activating protein 30	3136.13	3660.09	2334.24	2735.47	2650.28	3292.91	2999.74	3148.71	2636.63	3032.2	2941.32	2698.44	2614.77	2534.45	2303.01	2629.99	2978.46	2874.6		17290.3	33081.8	3410.97	7783.17	8650.21	8777.14	3742.22	6013.77	3619.8	2733.74	4191.78		6448.33	12978.9	7433.2	6626.04		5607.94	7894.24	6286.97	7711.08
Q7Z6J8	Q7Z6J8	UBE3D_HUMAN	UBE3D	E3 ubiquitin-protein ligase E3D	198.372	285.873	124.693		145.313		213.259	105.902	141.014	127	61.0089	90.5661	176.276	161.359	118.629																									
Q7Z6J9	Q7Z6J9	SEN54_HUMAN	TSEN54	tRNA-splicing endonuclease subunit Sen54	2364.22	2777.88	2332.66	1900.65	2448.34	3241.32	2051.61	2703.14	2368.18	3122.89	3531.07	2559.9	2677.4	2215.9	2045.9	2420.12	2740.87	3013.17						9687.07		4290.27		2735.31	2442.22	2872.33								6348.79	3615.81	3695.48
Q7Z6K3	Q7Z6K3	PTAR1_HUMAN	PTAR1	Protein prenyltransferase alpha subunit repeat-containing protein 1	2723.03	3318.89	2780.6	4210.16	3046.96	3471.03	2848.73	3146.58	2796.15	2659.97	2702.21	1648.63	3055.75	2622.29	2717.38	2922.85	3690.9	3188.85				3742.81	4789.37		6055.96	6300.7	4766.59	2418.57	3865.37	4362.76		5895.41						4305.06	3182.17	3255.75
Q7Z6L1	Q7Z6L1	TCPR1_HUMAN	TECPR1	Tectonin beta-propeller repeat-containing protein 1	1559.71	1679.65	1320.17	1404.93	1666.5		1467.09	1579.11	1613.93	1534.53	1642.2	1661.54	1493.76	1427.76	1505.31	1574.37		1714.51					2239.48		2478.71			2395.65	146.216	2315.19										
Q7Z6M1	Q7Z6M1	RABEK_HUMAN	RABEPK	Rab9 effector protein with kelch motifs	6781.28	8121.73	7582.66	8749.96	6737.68	7824.1	6740.69	6771.04	6735.58	6990.75	6363.44	7296.14	8072.48	9033.7	8972.05	15624.4	15704.6	16465	54331.5	69002.2	72015.8	7330.88	9662.9	10016.2	2549.42	5751.47	2696.05	9680.6	9606.49	10282.8	7962.4	14567.8		8624.08	9407.41	9308.26	5180.3	3438.21	3399.31	4624.17
Q7Z6M2	Q7Z6M2	FBX33_HUMAN	FBXO33	F-box only protein 33	1276.47	1646.4	1345.43	1412.67	1161.46	1818.61	1649.09	1900.68	1311.09	1655.83	1625.12	1597.76	1896.44	1733.84	1674.07	2857.48	2978.94	2363.94										2103.74	2312.18	1884.72										
Q7Z6Z7	Q7Z6Z7	HUWE1_HUMAN	HUWE1	E3 ubiquitin-protein ligase HUWE1	30795.5	31570.7	30635.9	30562.4	31672.5	30016.3	30113.7	30878.3	29794.7	24771.1	24468.5	23029.7	31561.9	31320.5	31249.5	29709.3	30579.9	29154	24147.6	7647.56	17978.8	19714.1	23436.8	19966	23961.6	23691.1	23134.5	29225.7	30191	29507.3	23725.6	21401.4	24246.9	20484.2	27508.9	22145.4	25431.1	23272.9	24701	22388.1
Q7Z739	Q7Z739;Q9BYJ9	YTHD3_HUMAN	YTHDF3	YTH domain-containing family protein 3	648.887	634.703	434.079	382.097	580.765	977.276	584.462	576.432	759.053	762.873	831.333	851.451	702.156	613.698	931.91														894.704	1057.58										
Q7Z794	Q7Z794;CON_Q7Z794	K2C1B_HUMAN	KRT77	Keratin, type II cytoskeletal 1b	1576.11		1124.98		1412.8		1228.16	1063.39		13186.3	11858.8	12166.5	2887.3	3526.72	2725.47	19475	19318.5	19227.8	39262.9	34200.6	40397.5	37409.8	32722.9	42319.4	11469.1	10943.7	9965.12	2661.63	3465.43	2176.92	34823.5	29963.3	34418.3	22826.9	38882.5	27658.6	13845	16152.6	16263.7	15242.4
Q7Z7A1	Q7Z7A1	CNTRL_HUMAN	CNTRL	Centriolin	40927.3	36277.3	35711.8	50736.2	33157.2	44881	34872.9	34760.3	31558.1	39723.1	41980.1	29688.2	22944	27168	25422.4	43629	45614	51956.4	19783.4		13326.8	4491.69		4106.3	6866.4	9500.53	10595.8	41869.1	55218.2	46307.3	4335.46									393080
Q7Z7A3	Q7Z7A3	CTU1_HUMAN	CTU1	Cytoplasmic tRNA 2-thiolation protein 1	1595.93	2169.25	1884.76	1511.4	1850.16	1790.95	1363.02	1699.64	1466.61	1029.47	1253.94	961.718	1435.96	1646.05	1439.26	1483.81	1397.09	1328.53									2201.52	1336.68	2255.93	1052				4109						2538.04
Q7Z7A4	Q7Z7A4	PXK_HUMAN	PXK	PX domain-containing protein kinase-like protein	717.81	604.314	904.368	344.273	1083.41	1164.28	584.344	833.263	658.488	902.81	691.017	779.95	677.223	643.246	632.607	560.353	548.97	700.91										986.328	703.704											
Q7Z7E8	Q7Z7E8	UB2Q1_HUMAN	UBE2Q1	Ubiquitin-conjugating enzyme E2 Q1	7006.68	6410.36	6808.52	7410.08	6694.53	7289.45	7041.48	6247.1	7440.69	7589.35	7779.18	7668.77	8168.62	7368.23	7881.54	7039.34	6428.63	7358.87					13922.5	4978.38	6478.21	10446.3	7445.4	4623.34	4943	5645.47		2600.83	4420.17			1430.6	9470.28	8626.15	6496.5	5914.39
Q7Z7L1	Q68D06;Q7Z7L1	SLN11_HUMAN	SLFN11	Schlafen family member 11	2262.43	2085.47	2336.54	1683.93	2470.22	2637.03	2168.49	2122.65	2539.2	2630.57	2125.66	2468.65	2094.31	2344.35	2427.59	1515.64	2038.87	1866.79							4216.81	3902.78		2518.54	2977.09	2565.91						4374.58		1864.96		4346.53
Q7Z7L7	Q7Z7L7	ZER1_HUMAN	ZER1	Protein zer-1 homolog	1926.29	1926.23	2041.86	2648.2	2319.3	2259.58	2281.28	2451.81	2446.45	2149.6	1855.18	1822.55	2034.14	1882.76	2141.31	2466.29	2558.14	3060.47							2636.92	2598.64	1642.11	2258.79	2075.9	1653.61										
Q86SE5	Q86SE5	RALYL_HUMAN	RALYL	RNA-binding Raly-like protein		12402.5		13991.5		13406.2	8259.01	10325.5	11919.5	5495.49		9454.89	2682.31	5840.84	5444.74	12002.6		10623		1029.1			3912.56		5166.29	6652.45	7863.6	13789.2		13526	37234.6	33103.6	37114.4	21637.6			19694.7		15987	
Q86TB9	Q86TB9	PATL1_HUMAN	PATL1	Protein PAT1 homolog 1	2803.75	2546.11	2379.99	2230.55	2752.74	3279.6	2594.75	2464.69	2627.7	2156.84	2116.43	1533.96	2161.16	1863.39	2253.25	1623.57	2218.25	2182.22					4374.06		2308.52	6636.9	2597.91	2587.45	3340.04	2754.75							4158.53	4304.09		3586.6
Q86TI0	Q86TI0	TBCD1_HUMAN	TBC1D1	TBC1 domain family member 1	4013.68	3556.72	3765.02	3315.5	3615.96	3939.12	3874.88	3397.22	3786.97	3557.79	3228.26	3640.11	3086.31	3191.27	3246.86	2492.5	2544.77	3280.61			10301.7				3985.9	6875.3	7239.76	2861.7	2861.08	2976.89							4929.33	2679.58	7735.01	6399.09
Q86TI2	Q86TI2	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9	12699.7	10754.8	11803.6	11284.3	11408.7	12613.9	12434.6	12608.7	11541.2	9075.1	8688.84	7532.22	9883.92	10622.2	9715.68	9597.31	9525.01	9592.69				14598.4	8011.49	20067.5	9202.06	9477.11	8527.16	10185.1	10130.1	10987.7	14763.2	8788.18	13645.7	13415.7	10661.2	13297.1	13514.8	10759.3	11352.2	14650.4
Q86TP1	Q86TP1	PRUN1_HUMAN	PRUNE1	Exopolyphosphatase PRUNE1	4408.29	4958.87	4095.01	3676.83	3803.4	5163.18	4456.24	4006.93	4479.09	4300.18	4466.9	3855.72	4098.09	4283.78	4153.12	3489.38	3769.32	3693.56				14683.8		9571.12		1887.24	5104.02	4439.46	4124.43	4686.4				6466.73		5627.12	3072.43	3052.11	4942.57	4440.19
Q86TU7	Q86TU7	SETD3_HUMAN	SETD3	Actin-histidine N-methyltransferase	2262.85	2397.91	2432.95	2472.57	2415.42	2719.06	2259.37	2479.81	2753.88	2364.09	2997.08	2734.37	2209.54	2527.51	2305.92	2253.56	2228.35	2397.01							2465.04	3108.88	5855.34	2352.9	2052.48	2428.66		5645.52				7541.4	5653.27	5100.22	5971.37	3155.62
Q86U38	Q86U38	NOP9_HUMAN	NOP9	Nucleolar protein 9	1679.12	2089.4	1528.01	1796.35	1832.35	2033.32	1696.34	1614.49	1728.28	2204.6	1913.7	1960.3	1528.66	1910.98	1999.01	1737.23	1612.16	1300.13								3039.91		1411.16	1097.29	1865.5		2930.29				6250.11				4047.75
Q86U42	Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2	12844.4	13700.7	12868.6	14112.5	11150.7	14012.2	12320	12991.5	13375	7992.71	9979.89	7872.56	10178.6	10138.9	11959.4	13068.1	12492.2	11809.1	16444.1		14407.7	21743.9	12755.4	21421.3	27936.2	26946.9	25335.7	14741.6	14112	15141.8	17397.2	25179.5	24855.2	25565.5	19638.9	28744.7	34617.5	22395.3	27087.7	24056.6
Q86U44	Q86U44	MTA70_HUMAN	METTL3	N6-adenosine-methyltransferase catalytic subunit	3849	3330.43	3944.82	3150.17	4015.14	3587.54	3569.8	3413.19	3629.11	3693.24	3080.75	4030.68	3183.94	3576.29	3514.87	2589.96	2604.81	2234.51				12450.4	6679.14	9771.23	8411.09	8840.12	11861.7	3297.81	3131.52	3286.02		7709.3	14025.4	7974.11		8582.3	10775.3	9187.53		8518.95
Q86U70	Q86U70	LDB1_HUMAN	LDB1	LIM domain-binding protein 1	215.951		303.499	370.692	412.747	271.295	209.185	291.319	297.566	399.84	66.7996	384.142	133.961	310.02	288.742	89.5462												211.179	211.941	481.684										
Q86U90	Q86U90	YRDC_HUMAN	YRDC	Threonylcarbamoyl-AMP synthase	3059.69	3111.6	3100.82	3326.12	3306.73	3222.63	3211.13	3000.88	3156.09	3389.72	3114.46	3907.72	3172.6	3339.6	3118.9	2564.56	2603.57	2996.8				8283.29		5367.76	3924.68	4031.63	4593.55	3890.27	3897.65	3676.13		7128.1			11273.7	3713.52	5244.08	4643.51	5751.87	3320.79
Q86UA1	Q86UA1	PRP39_HUMAN	PRPF39	Pre-mRNA-processing factor 39	7410.65	6541.14	7059.71	6665.34	6921.78	7208.32	6917.06	6559.74	6997.5	6158.72	7326.28	6394.31	7406.33	7337.91	7333.29	6320.33	6432.5	7532.39				6249.61	5924		5529.1	5270.82	6523.62	6940.16	7417.03	6382.84		5459.22				5917.93	5552.21	4659.06	4431.57	5288.14
Q86UE8	Q86UE8	TLK2_HUMAN	TLK2	Serine/threonine-protein kinase tousled-like 2	1320.52	1340.42	1719.43		1732.89	1400.08	1221.9	1100.58	1367.33	599.899			930.424	1223.97	1010.89	1013.3												1115.41	1432.37	1298.49										1451.01
